paper_id,raw_conclusion
71802,"Although contact rates between symptomatic infectious and susceptible people are likely to influence the proportion of pre-symptomatic transmission, our study highlights substantial potential for pre-symptomatic transmission of COVID-19 in a range of different contexts. Our work suggests that transmission of SARS-CoV-2 is most likely in the day before symptom onset, whereas estimates suggesting most pre-symptomatic transmission highlighted a mean transmission times almost 3 days before symptom onset. These findings highlight the urgent need for extremely rapid and effective case detection, contact tracing and quarantine measures if strict social distancing measures are to be eased. "
71851,"India reported its first COVID19 case on 30 January 2020. Since then the epidemic has taken different trajectories across different geographical locations in the country. This study explores the population aggregated trajectories of COVID19 susceptible, infected and recovered or dead cases in the south Indian state of Telangana with a population of approximately 40 million. Information on cases reported from March 2 to April 4 was collated from government records. The susceptible-infected-removed (SIR) model for the spread of an infectious disease was used. Transmission parameters were extracted from existing literature that has emerged over past weeks from other regions with similar population densities as Telangana. Optimisation algorithms were used to get basic reproduction rate for different phases of nonpharmaceutical interventions rolled by the government. Peak accumulation is projected towards end of July with 36% of the population being infected by August 2020 if the population lockdown or social distancing mechanism is not continued. The number of deaths assuming no intervention is projected to be 488000 (95% CI: (329400, 646600)). A draconian enforcement of population lockdown combined with hand and face hygiene adherence would reduce the transmission by at least 99.7% whereas partial social distancing and hygiene would reduce it by 51.2%. Transmission parameters reported should be interpreted with caution as they are population aggregated and do not consider unique characteristics of susceptibility among micro-clusters and vulnerable individuals. More data will need to be collected to optimize transmission parameters and evaluate the full complexity, to simulate real world scenarios in the models."
71867,"The present outbreak as consequence by coronavirus covid19 has generated an big impact over the world. South American countries had their own limitations, challengues and pandemic has highlighted what needs to improve. Peru is a country with good start with quarantine, social distancing policies but the policies was not enough during the weeks. So, the analysis over April is performed through infoveillance using posts from different cities to analyze what population was living or worried during this month. Results presents a high concern about international context, and national situation, besides Economy and Politics are issues to solve. By constrast, Religion and Transport are not very important for peruvian citizens."
71911,"This study reports questionnaire responses from 12,434 participants from across the UK, measuring determinants of willingness to participate in the anticipated NHS app for COVID-19 contact tracing. Overall, 60.3% of respondents were willing to participate in app-based contact tracing, with 22.5% unsure. Among participants answering 'no', 67.2% stated that this was due to privacy concerns. Worsening mood, fear and anxiety were associated with reduced willingness to participate in app based contact tracing only by univariate analysis (likely due to moderate correlation between these variables by multivariable analysis). Multivariable analysis showed that difficulty in understanding government rules was associated with a decreased inclination to download the app, with those scoring 1-2 and 3-4 in their understanding of the new government rules being 45% and 27% less inclined to download the contact tracing app, respectively, whereas scores of 7-8 and 9-10 showed a 43% and 31% respective increase. Those reporting an unconfirmed belief of having previously had and recovered from COVID-19 were 27% less likely to be willing to download the app. . CC-BY-NC-ND 4.0    Poor understanding of government rules around lockdown and belief of having had COVID-19 decrease willingness to participate in app-based contact tracing. Using the largest patient-facing EHR in the NHS as an effective and timely questionnaire tool, we have revealed the role of uncertainties in both government messaging and not testing suspected COVID-19 infection in reducing willingness for app-based contact tracing and the importance of eliminating uncertainty in lockdown and virus-testing policies. . CC-BY-NC-ND 4.0    ()  . CC-BY-NC-ND 4.0    ()  .   . CC-BY-NC-ND 4.0    ()  .   "
71936,"The number of confirmed cases of COVID-19 in the Rio de Janeiro state, Brazil, are still growing. Based on the data, we considered a SIQR on a fully-connected population in order to study the early evolution of the disease. The initial growth of confirmed cases is exponential, as it is usual, and the parameters of such early epidemic phase were estimated, based on the data. However, as discussed in the text, the Rio de Janeiro state governement implemented isolation policies in March 17, in order to avoid the explosion of cases of COVID-19. The data after the early evolution of COVID-19 exhibits a distinct, nonexponential behavior, i.e., the growth of the number of cases becomes sub-exponential, and the SIQR model can not capture such behavior. In this case, we modified the model to consider isolation procedures in a simple way. The modified model describes well the data, and it allowed us to make a detailed analysis of the evolution of COVID-19 in Rio de Janeiro. Considering the data, we have observed that the initial exponential behavior changed to the sub-exponential one about 7 days after the implementation of social distancing policies (see Fig. 3 ). We found that the isolation policies really work, i.e., the fact of isolate people in home, to avoid social contacts, decreased the growth rate of the number of cases. For the considered parameters, we observed that the number of quarantined individuals grows, stabilizes and after it decays to zero, as it is standard in compartmental models. Based on the data, we can see that the number of such isolated individuals grows until Day 99 from the beginning (March 5, 2020) of the disesase spreading. Thus, the model predicts that the maximum number of quarantined individuals will occur about June 11, 2020. This is in line with a recent estimate [14] . That peak is associated with the isolation of about 0.041% of the Rio de Janeiro state population (about 6, 700 individuals). This number is about 500 times lower than the one predicted by the SIQR model without isolation policies, suggesting the effectiveness of the social isolation. In fact, combining quarantine of individuals tested positive (confirmed cases) with social distance, i.e., multiple interventions, appears to be effective to contain the rapid evolution of confirmed cases seen in the early evolution of the COVID-19 in Rio de Janeiro state. This is in line with a recent work [14] , where the authors analyzed the potential role of nonpharmaceutical interventions in UK and USA. They conclude that the effectiveness of any one intervention in isolation is likely to be . CC-BY-NC-ND 4.0    "
71937,"COVID-19 epidemic is declared as the public health emergency of international concern by the World Health Organisation in the second week of March 2020. This disease originated from China in December 2019 has already caused havoc around the world, including India. The first case in India was reported on 30th January 2020, with the cases crossing 6000 on the day paper was written. Complete lockdown of the nation for 21 days and immediate isolation of infected cases are the proactive steps taken by the authorities. For a better understanding of the evolution of COVID-19 in the country, Susceptible-Infectious-Quarantined-Recovered (SIQR) model is used in this paper. It is predicted that actual infectious population is ten times the reported positive case (quarantined) in the country. Also, a single case can infect 1.5 more individuals of the population. Epidemic doubling time is estimated to be around 4.1 days. All indicators are compared with Brazil and Italy as well. SIQR model has also predicted that India will see the peak with 22,000 active cases during the last week of April followed by reduction in active cases. It may take complete July for India to get over with COVID-19."
71947,"Mandated social distancing has been globally applied to limit the spread of corona virus disease 2019 (COVID-19) from highly pathogenic severe acute respiratory syndrome (SARS) -associated coronavirus 2 (SARS-CoV-2). The benefit of this community-based intervention in limiting COVID-19 has not been proven nor quantified. We examined the effect of timing of mandated social distancing on the rate of COVID-19 in 119 geographic regions derived from 41 states within United States and 78 countries. We found that highest number of new COVID-19 cases per day per million persons was significantly associated with total number of COVID-19 cases per million persons on the day before mandated social distancing (Beta;=0.66, p<0.0001). Our findings suggest that the initiation of mandated social distancing for each doubling in number of existing COVID-19 cases would result in eventual peak with 58% higher number of COVID-19 infections per day. Subgroup analysis on those regions where the highest number of new COVID-19 cases per day have peaked increased Beta to .85 (p<0.0001). We demonstrate that initiating mandated social distancing at a 10 times smaller number of COVID-19 cases will reduce the number of daily new COVID-19 cases at peak by 80% highlighting the importance of this community-based intervention."
71949,"This study analyzes state-level transmission rates of COVID-19 after each state's 500th case, grouping them according to policies implemented prior to their date of 500 cases, in order to determine the efficacy of various social distancing measures. In states that implemented a stayat-home order prior to reaching 500 cases, we observe a significant decrease in the effective viral transmission rate. Subsequent multivariable analyses indicate that this effect may have been driven by a state-wide increase in the amount of time spent at home. We also determine that enacting stay-at-home orders prior to the 500th case significantly increased the time it took to reach 1000 cases but find no association between social distancing policies and deaths or case fatality rate. Reducing COVID-19 spread to alleviate overburdened healthcare systems has become an international priority and understanding the effectiveness of policy interventions is paramount. Disease modeling has indicated that social distancing is a critical measure to achieve this goal, but few studies have validated this finding with emerging case data. Furthermore, few have analyzed epidemiology across states in the country with the largest disease burden, the United States. This study indicates that stay-at-home orders, limitations on mass gatherings, educational facility closures, and non-essential businesses closures are all effective measures at reducing transmission rates thereby flattening the curve. Among these policies, stay-at-home orders had the largest effect, and as states aim to step down from such policies metrics of disease transmission should be carefully monitored to limit recurrent outbreaks. Ultimately, adherence to social distancing appears to be the driving force behind these policies, as states with stay-at-home orders but poor adherence were found to experience similar outcomes to those without such policies. By more rigorously characterizing the state-level strategies that have proved most effective at reducing disease burden, this study aims to provide stakeholders with a more standardized, data-driven framework to guide future policy decisions. . CC-BY-ND 4.0    ()  . CC-BY-ND 4.0    ()  .   "
82975,"The moral decisions we make during this period, such as deciding whether to comply to quarantine rules, have unprecedented societal effects. We simulate the""escape from Milan""that occurred on March 7th-8th, when many travelers moved from a high-risk zone (Milan) to southern regions of Italy (Campania and Lazio) immediately after an imminent lockdown was announced. Our simulations show that as few as 41 active cases reaching Campania (and 52 reaching Lazio) might have caused the sudden spread of the virus observed afterwards in these regions. The surprising influence of the actions of few individuals on societal dynamics challenges our cognitive expectations -- as in normal conditions, few""cheaters""can be easily tolerated. This situation therefore requires novel educational strategies that increase our awareness and understanding of the unprecedented effects of our individual moral decisions."
83114,"Here we present a point by point discussion of our analysis and prediction. 1. Situation of Punjab (R 0 ≈ 16) is bad. It requires immediate aggressive attention. 2. We see the R 0 for Madhya Pradesh (3.37) , Maharastra (3.25) and Tamil Nadu (3.09) are more than 3. Aggressive intervention is needed. Table 1 : R 0 with a 95% confidence interval for Hubei province and China is around 2.5 during the first 23 days from the starting of the Lockdown. India's R 0 with a 95% confidence interval using two different starting points. One from 02-Mar-2020, because the number of cases in India started rising from that day. The R 0 for India for the first 22 days till the lockdown is around 2.5, like China. However, if we use the data, till 04-Apr-2020, then the R 0 value is around 2.75. In the second approach, we consider India's breakout from 23-Jan-2020. In that situation, if we consider the data till 24-Mar-2020, the R 0 with 95% confidence is almost 1.9 and if we consider data till 04-Apr-2020, the R 0 is nearly 2.1. . We consider the date range for Hubei from 23-Jan-2020 to 14-Feb-2020, i.e., during the first 23 days of Hubei lockdown. On the other hand, we considered the data for India, from the 02-Jan-2020 to 24-Jan-2020, before the lockdown. On the 23-Jan-2020, Hubei had 444 confirmed cases and overall China had 548 confirmed cases. On 02-Jan-2020, India had only 3 confirmed cases, whereas on the day of lockdown, i.e., on 24-Jan-2020, India had 536 confirmed cases. Punjab's high R 0 is likely due to a super spreader ignored advice to self quarantine after returning from a trip to Italy and Germany, see [1] . The high R 0 is likely due to a super spreader ignored advice to self quarantine after returning from a trip to Italy and Germany, see [1] . "
83120,"As discussed earlier, the effect of regional lockdown policies on Covid-19 outcomes is heterogeneous, with very few regions effectively using the lockdown policies to contain the spread of the disease. From a policy perspective, we identify here the factors that have contributed jointly to the ineffectiveness of lockdowns, specifically in the three largest regions of Punjab, Sindh, and KPK. The purpose of the paper was to examine the impact of lockdown strategies in different regions ▪ Federal and local governments should involve local religious scholars and community elders in teaching the public the importance of social distancing, hygiene, and prevention. They should also work on dispelling and addressing the stigma around Covid-19 so that people can test themselves without anxiety and fear from society. ▪ Government should allow shorter working hours, limit number of people at religious and social gatherings, and implement universal masking using cloth masks for the community. (1) (2) (3) Robust standard errors are in parentheses. ***p<0.1; **p<0.5; *p<0.1 "
83481,"An epidemic carries human and fiscal costs. In the case of imported pandemics, the first-best solution is to restrict national borders to identify and isolate infected individuals. However, when that opportunity is not fully seized and there is no preventative intervention available, second-best options must be chosen. In this article we develop a system of differential equations that simulate both the fiscal and human costs associated to different mitigation measurements. After simulating several scenarios, we conclude that herd immunity (or unleashing the pandemic) is the worst policy in terms of both human and fiscal cost. We found that the second-best policy would be a strict policy (e.g. physical distancing with massive testing) established under the first 20 days after the pandemic, that lowers the probability of infection by 80%. In the case of the US, this strict policy would save more than 239 thousands lives and almost $170.8 billion to taxpayers when compared to the herd immunity case."
83855,"The COVID-19 pandemic led several countries to resort to social distancing, the only known way to slow down the spread of the virus and keep the health system under control. Here we use an individual based model (IBM) to study how the duration, start date and intensity of quarantine affect the height and position of the peak of the infection curve. We show that stochastic effects, inherent to the model dynamics, lead to variable outcomes for the same set of parameters, making it crucial to compute the probability of each result. To simplify the analysis we divide the outcomes in only two categories, that we call {best and worst scenarios. Although long and intense quarantine is the best way to end the epidemic, it is very hard to implement in practice. Here we show that relatively short and intense quarantine periods can also be very effective in flattening the infection curve and even killing the virus, but the likelihood of such outcomes are low. Long quarantines of relatively low intensity, on the other hand, can delay the infection peak and reduce its size considerably with more than 50% probability, being a more effective policy than complete lockdown for short periods."
83918,"Despite the widespread implementation of social distancing measures across the globe to contain the COVID-19 pandemic, its quantitative relationship with the epidemic growth rate has remained an open question. The results of this study indicate that there is a quantitative relationship between the population mobility, measured by the Google Mobility Index (GMI), and the growth rate of COVID-19 infections, namely: the growth rate is a quadratic function of the mobility index. This function was obtained via a regression model trained on publicly available data from 14 countries, and it provides a direct estimate of the important parameters of the epidemic such as the mobility-dependent transmission and mobility-independent recovery rates, as well as the critical mobility. An important finding of this study is that a single function that relates mobility and infection growth fitted on 14 countries achieves high accuracy. Given the significant differences in combination of social distancing measures introduced across these countries, as well as underlying social, demographic and cultural differences, the quality of model fit is very remarkable. The regression model was derived from first principles encoded in an SIR compartmental epidemiological model, which is one of the simplest models that can still generate a dynamic that qualitatively resembles an epidemic such as COVID-19. In fact, thanks to the SIR simplicity and augmenting it by the mild assumptions needed to model the death growth rate, the resulting regression model is easy to interpret, easy to fit, and accurate, thus hitting a sweet spot between modeling simplicity and accuracy. There is a range of extensions of the basic SIR model that can generate more realistic behaviors, such introducing more compartments to model the effects of incubation or stages of an infection, or using heterogeneously mixing populations to account for age-dependent and spatial effects. However, more complex epidemiological models have a larger number of parameters that would necessitate more complex data and result in a less interpretable statistical model. Our study relied exclusively on population mobility as a proxy for changed behavior due to social distancing. Using additional population behavior (such as data about mask usage) and environmental (such as weather) variables would increase the expressive power of our statistical model. However, we are currently not aware of other high quality behavior variables with a global coverage that could have been used in our study. Due to the small size of our data, we reason that environmental time series (although they are publicly available and of good quality) could lead to overfitting of our model. Our results imply that the COVID-19 transmission rate is a quadratic function of the GMI transit mobility. While understanding why is a topic for future research, a quadratic function would arise if we assumed that the population is homogeneous (as is the case in the SIR model) and that the sole impact of social distancing is in reduction of number of contacts between infected and susceptible people (infection probability per each contact does not change). In this case, the transmission rate would scale with the number of contacts, which would scale as the square of population mobility if the fraction of infected people is small. The quadratic relationship implies that while an initial moderate mobility reduction would lead to a sizeable reduction in COVID-19 infection growth rate, any additional mobility reduction would have diminishing returns. Another undesirable implication of the quadratic relationship between population mobility and infection growth rate is that, starting from a given level of reduced population mobility, any increase in mobility will have a much larger negative effect (rapid increase in growth rate) than any decrease in mobility (mild reduction in growth rate). Reversing the growth of an epidemic requires a significant reduction in mobility (critical mobility below 50% of the baseline pre-COVID-19 mobility). To achieve a robust decline in infections and deaths, population mobility would need to go much lower and become comparable to the reductions achieved through strong social distancing measures in Italy, Spain, and France. Overall, our results imply that any attempt to eradicate the epidemic before much of the population gets infected and in the absence of pharmaceutical interventions, would require disciplined, coordinated, and prolonged social distancing. Another option would be to allow a sizeable fraction of the population to get infected, in what case the susceptible ratio = / would be significantly below 1. Because in the SIR model the transmission rate is multiplied by the susceptible ratio when calculating the infection growth rate, this would lead to a reduction in the infection growth rate even if the population mobility is kept constant. It is becoming evident that population mobility reduction due to social distancing is an overwhelmingly costly intervention. Thus, it is of utmost importance to implement less crude NPIs or to combine social distancing with other forms of NPIs. Our results on individual countries indicate that population mobility reduction is not the only effective control mechanism. First, it is evident that baseline COVID-19 growth rate prior to social distancing differed across countries (before social distancing the daily growth rate differed from 14.4% to 25.9%). Moreover, growth rates observed after introduction of social distancing show that mobility reduction did not have the same effect in all countries. Five countries, in particular, were outliers with respect to the learned regression function (Sweden, Canada, Brazil, Mexico, and India) and they might offer useful insights about COVID-19 control. Probably the most important research objective outside of finding a cure or vaccine will be related to precision social distancing: to understand how governments and public health authorities could control or modify select aspects of society and how individual people should fine-tune their behavior in a way that minimally impacts the economy and lifestyles while at the same time curbing or reversing the growth of the epidemic. "
84269,"Seismic records provide unique signals that can elucidate human activities on a large scale. In this paper, we examined variations in seismic noise between 1 Hz and 40 Hz, which provide proxy information on cultural behavior. In particular, we focused on the effects of governmental lockdowns and self-imposed behavioral alterations due to the outbreak of "
84585,"The proposed controller calculates the social distancing level to keep the COVID-19 outbreak controlled. The social distancing level is adjusted to guarantee the fastest way to finish the outbreak with the number of hospitalized individuals below the desired value. This technique can reduce the problems of social distancing and keeps the health care system working. The value of the gains of the proposed controller is chosen by the designer and has the following logic: ψ 1 is related to how fast the error (e(t)) goes to nearby of zero and ψ 2 is related to how softly the error (e(t)) converges to zero. To get a better result when the estimate of the i(t) is used, it will be necessary to improve the quality of the estimator or a better value of the β 0 . The necessary time to finish the social distancing depends on the capacity of the health care system to attend the infected individuals. COVID-19, a contact-transmissible infectious disease, is thought to spread through a population via direct contact between individuals [7] . Models that assess the effectiveness of physical distancing interventions, such as school closure, need to account for social structures and heterogeneities in the mixing of individuals [7, 13] . This work proposed a simple control law to keep the infected individuals during the COVID-19 outbreak below of the desired number. The proposed control law keeps the value of infected individuals controlled only adjusting the social distancing level. The analysis of the stability of the proposed controller was done. In this work, simulation results are presented to show as the control law works. In all simulations, the proposed control law reaches its objectives. It was done simulations of the proposed controller to the standard SIR model. The proposed controller was robust to uncertainties in the basic reproductive number R 0 and disease transmission rate γ. A simulation considering that only the accumulative number of infected individuals is measured was done and the proposed controller kept the number of infected individuals below the upper limit of the desired number of infected individuals. A version of the proposed controller to daily update was developed. This version is too simple that can be calculated in a spreadsheet. This can be considered a good contribution because can easily spread a way to control the COVID-19 outbreak or help in the analysis. To conclude, this work proposes solutions for one of the main research challenges of the analysis and control of epidemics. It proposed a controller that considers uncertainties in the parameters. To the future, a group-structure SIR model will be proposed and the proposed controller will be applied to it. This will be done to develop a decentralized solution and to proposes a more general epidemic model. "
84677,"By reducing the new infection rate, it can be achieved that the number of active infections reaches a maximum and then decreases (the drop in the curve requires a modification of the equation and is therefore not modelled here). iii) The reduction in the new infection rate must be sufficiently strong to lead to a maximum and subsequent decrease in new infections (initially 22.5% or less and then continuously decreasing). iv) The effectiveness of the measures will probably be significantly reflected in the number of new infections at the end of March. v) Falling numbers of actively infected people are (depending on the scenario) not to be expected before the first week of April, but more likely from mid April with several days delay in the US as compared to Germany. vi) The actual development respected up to March 23 2020 leads to simulation results from the simple model presented that a reduction of the infection rate to 20% culminates in a maximum of 350.000 active infections in mid April while a strict reduction to 10% might even stop the active infections at 80.000. vii) In the US an immediate reduction to 20% can stop the registered infections at a maximum of 1.7 million around April 20 th while 300.000 cases are expected when the infection rate can be reduced to 10%. viii) The maximum is run through the later, the higher the new infection rate (between April 3 and April 7 for 12.5% and Germany and US, respectively and April 20 and 27 for 22.5% and Germany and US, respectively, see Fig. 2 and 3) ix) The different course of the new infection rates in the next few days provides information about the success of the school closings and event cancellations as well as the public awareness before the decision to ban the contact (see Fig. 4 ). x) From March 29, the decision to ban contact will also be reflected in the new infection rate and deliver clear information if further steps are necessary xi) It will be clear at the end of March which scenario we can expect and whether the measures taken are sufficient to interrupt the spread (see Fig. 4 ). xii) the decrease in infections after passing through the maximum depends on many other factors which are not adequately described by the model shown. The discussion of the decline in detail is therefore not the subject of the current study. Compared to the literature, this model may seem extremely simplified. However, it turns out that essential statements found in the literature can be reproduced by this simple model (see also [4] ). "
84791,"In our present work, we analyze the observed data of COVID-19 cases in India using the SEIR model. To start with, we used data of COVID-19 from South Korea showing all the phases of active infected cases over time to validate our model. Then, we used the chi-square minimization process to obtain best fitted parameters for South Korea and India. This enabled us to forecast the peak of active infected cases for India. It is found that with respect to the ongoing lockdown situation in India, the peak of active infected cases will occur in Mid of May, 2020 with a maximum number of 43,000. Our study shows that the infected cases will tend to cease by the mid of August, 2020 if lockdown is continued. Interestingly, our predicted peak time is very much consistent with the predictions made by Protiviti, a global consulting firm. In our model, we consider different values of beta (other than for the lockdown condition; β = 0.19) to provide insight on the relative strengths of control measures taken by the government. Lower the value of beta, indicates a relatively better strategy to control the spread. The removal of lockdown on May 3, 2020 may lead to ∼ 21 % increase (corresponding value of transmission rate, β = 0.38) in the peak value of active infected cases as compared to the peak value predicted for ongoing lockdown. This increase is due to the exposed individuals or asymptomatic individuals who may actively transmit in post-lockdown period. Therefore, it is highly important to identify such exposed and asymptomatic individuals in post-lockdown period. Increasing the number of tests for early identification of COVID-19 cases during the lockdown period will certainly help in understanding the real picture of infected volume. Mobile applications or web GIS applications integrated with GPS which are capable of tracking regular geo-spatial movements and health status of individuals can provide useful data [27] . If an individual is found infected, such applications will help to trace the possible spread of disease in the post-lockdown period. Indias bold and timely decision going for a nationwide lockdown of 40 days has certainly helped the country in controlling the infection volume at the cost of adverse socio-economic impact. Whether full or partial lockdown remains after May 3, severely affected zones (states/districts/villages/cities) in the country will significantly contribute to the overall growth of COVID-19 cases in India. Lockdown removal strategies have to be smartly designed which do not allow estimated infected volumes centered around these zones to grow. Model based forecasts of peak values will certainly help decision makers, especially public health and administrative departments of the state and central governments to assess their preparedness, control the pandemic and repair the socio-economic damage caused by the pandemic. Lockdown period is a period not only to control the pandemic but a time bought to re-design the future national and international policies to ensure the sustainable growth of the economy. [1] WHO Timeline -COVID-19.  08-04-2020-who-timeline---covid-19, 2020.  "
85327,"We present results for 10-day ahead forecasts (22 April to 1 May2020) generated for the cumulative number of infected cases and deaths in India as well as in the ten most affected states: Kerala, Maharashtra, Delhi, Gujarat, Tamil Nadu, Telangana, Uttar Pradesh, Madhya Pradesh, Karnataka, Rajasthan. In this work, we used two models Holt's method and ARIMA model to forecast the cumulative infected cases and deaths of COVID-19. For the ARIMA model, we forecast per day new infected case(s) and new death(s), whereas for Holt's method cumulative numbers are generated.  The spread of the COVID-19 epidemic has been slow in India as compared to other countries like Italy and the USA. It reflects the influence of the broad spectrum of social distancing measures put in use by the government of India, which has played the role of a barrier to growing infected cases and deaths, apparently helped to slow down the epidemic growth. Our short-term forecast reveals that at the regional level, Delhi, Rajasthan, Gujarat, Maharashtra, Uttar Pradesh, Madhya Pradesh, Telangana, and Tamil Nadu will be the most affected states in the coming days. Considering the situation, lockdown should not be lifted in these states. The number of cases in Kerala and Karnataka is found to be reducing. Moreover, these states are shifted from the red zone to blue. Since very little growth in the future is predicted, lockdown may be lifted in these states with some restrictions for the proper functioning of economic activities. While states in green and light green zones, namely, Himachal Pradesh, Goa, Uttrakhand, Bihar, Jharkhand, Chhattisgarh, Odisha, Sikkim, Assam, Arunachal Pradesh, Nagaland, Manipur, Mizoram, Tripura, Meghalaya show very less growth in the infected cases till 1 May, therefore, lockdown may be uplifted there. On India level, there will be around 36335.63 [95% PI(30884.56, 42918.87)] cases and 1099.38 [95% PI(959.77, 1553.76)] deaths up to 1 May 2020. The forecasts presented here are based on the assumption that current mitigation efforts will continue.  "
85510,"The COVID-19 pandemic impacts societies and economies in multiple and dramatic ways. Our findings establish that cancelling public events and enforcing restrictions on private gatherings followed by school closures, which reduce mobility patterns in numerous and dense locations, each with their own particular behavioral norms, have the largest effect on curbing the pandemic in terms of statistical significance and levels of effect. They are followed by workplace and stay-at-home requirements, which also reduce activities away from home and lead to significant reductions in the incidence of COVID-19, which nevertheless are not as large as for public events, private gatherings and school closures, possibly because of the differences in numerosity, density and the ability to trace new infections in these environments. Instead, restrictions on internal movement, public transport closures and international travel controls do not lead to a significant reduction of new infections. The limited impact of travel controls, although imposed relatively early in many countries, is likely explained by their lack of stringency allowing the virus to cross borders. Our econometric framework is suitable for the study of dynamic effects with multiple events, which can be applied in many settings. A natural one is the upcoming exit strategies from the lockdowns, which we will turn to next.  "
85605,"COVID-19 continues to spread across the country and around the world. Current strategies for managing the spread of COVID-19 include social distancing. We present VERA, an interactive AI tool, that first enables users to specify conceptual models of the impact of social distancing on the spread of COVID-19. Then, VERA automatically spawns agent-based simulations from the conceptual models, and, given a data set, automatically fills in the values of the simulation parameters from the data. Next, the user can view the simulation results, and, if needed, revise the simulation parameters and run another experimental trial, or build an alternative conceptual model. We describe the use VERA to develop a SIR model for the spread of COVID-19 and its relationship with healthcare capacity."
85810,"In this paper, we have provided several methodological contributions to Bayesian statistics. First, we have developed a general all-purpose Bayesian model to analyze multiple responses (e.g., continuous, Binomial counts, and Poisson counts). Our approach allows one to directly incorporate their preferred Bayesian model without adjusting the implementation of the preferred model. Second, a composite sampling method to implement a Bayesian model with unknown transformations has been introduced. Third, we developed a general Bayesian analog to the classical comparison between a saturated model and a reduced model. This results in the use of classical residual analysis for assessing goodness-of-fit in Bayesian models for multi-response data. In our simulations, an illustration was given of non-linear functional analysis of multiple response types using BART as the preferred model. Additionally, an illustration was given of a joint spatial analysis of multiple response types using the SME model as the preferred model. These results suggest that the prediction error of our approach is small (in terms of RMSE), and we can develop multi-response versions of several different preferred models seamlessly. Additionally, data driven goodness-of-fit diagnostics were able to lead to the same conclusion as the RMSE criterion that is unobserved in practice. Finally, an illustration was given of a joint multivariate spatio-temporal analysis of zero-inflated continuous responses using the MSTM as the preferred model. Specifically, we analyze records of natural disaster costs in the state of Florida. The ability to accurately forecast the cost of natural disasters may help public policy professionals prepare. There are several considerations for future methodological development. In particular, our choice of the transformation models in Section 2.3 implies that the data are independent. This is true even when the preferred model implies dependence among the transformed data values. Consequently, we are interested in extensions to our model that simultaneously allow for dependence among the data values and dependence among the transformed data values. where f (z, h) = f (z|h) f (h|γ γ γ) f (γ γ γ) dγ γ γ and we have used the assumption of conditional independence between z and (y, θ θ θ ) given h. Then dividing by f (z) = f (z|h) f (h|γ γ γ) f (γ γ γ) dh dγ γ γ yields, which is the desired result. Proof of Proposition 2: Versions of this proof can be found in Diaconis and Ylvisaker (1979) and Bradley et al. (2019a) . The two distributions in (5) associated with j = 2 and j = 3 are members of the natural exponential family (Lehmann and Casella, 1998) , which are of the form, where c i2 = b i and c i3 = 1. Upon multiplying by (6) we have: which proves the result for j = 2 and j = 3. For j = 1, which completes the results. Proposition 3: In Equation (8) we see that which converges to Z i1 as α 1 and κ 1 approach zero. The expectation of a beta distribution is well known (Casella and Berger, 2002) , which from (8) gives us which converges to Z i2 /b i as α 2 and κ 2 approach zero. Similarly, the expectation of a gamma distribution is well known (Casella and Berger, 2002) , which from (8) gives us E {g(h i3 )|Z i3 , γ γ γ} = E(w 3 |Z i1 , γ γ γ) = α 3 + Z i3 κ 3 + 1 , which converges to Z i3 as α 3 and κ 3 approach zero. in (B.1.1). "
85814,"We have rehearsed variational procedures for the inversion of a generative model of a viral epidemic-and have extended this model using hierarchical Bayesian inference (parametric empirical Bayes) to deal with the differential responses of each country, in the context of a worldwide pandemic. Clearly, this narrative is entirely conditioned on the generative model used to make these predictions (e.g., the assumption of lasting immunity, which may or may not be true). The narrative is offered in a deliberately definitive fashion to illustrate the effect of resolving uncertainty about what will happen. It has been argued that many deleterious effects of the pandemic are mediated by uncertainty. This is probably true at both a psychological level-in terms of stress and anxiety (Davidson, 1999; McEwen, 2000; Peters et al., 2017 )and at an economic level in terms of 'loss of confidence' and 'uncertainty about markets'. Put simply, the harmful effects of the coronavirus pandemic are not just what will happen but the effects of the uncertainty about what will happen. This is a key motivation behind procedures that quantify uncertainty, above and beyond being able to evaluate the evidence for different hypotheses about what will happen. One aspect of this is reflected in rhetoric such as ""there is no clear exit strategy"". It is reassuring to note that, if one subscribes to the above model, there is a clear exit strategy inherent in the self-organised mitigation 27 afforded by herd immunity. For example, within a week of the peak death rate, there should be sufficient herd immunity to preclude any resurgence of infections in, say, London. The term 'self-organised' is used carefully here. This is because we are part of this process, through the effect of social distancing on our location, contact with infected people and subsequent dissemination of COVID-19. In other words, this formulation does not preclude strategic (e.g., nonpharmacological) interventions; rather, it embraces them as part of the self-organising ensemble dynamics. "
