paper_id,raw_conclusion,summary
106069,In limiting the rapid spread of highly infectious diseases like Covid-19 means to immediately identify individuals who had been in contact with a newly diagnosed infected person have proven to be important. Such potential victims can go into quarantine until tested thus constraining further spread. This note describes a concept of mobile device (e.g. Smart phones) based approach for tracking interpersonal contacts which might have led to infection and alerting the potential victims. The approach assures means for defense against malicious usage while assuring a high level of privacy for all people involved.,"Such potential victims can go into quarantine until tested thus constraining further spread.<q>This note describes a concept of mobile device (e.<q>In limiting the rapid spread of highly infectious diseases like Covid-19 means to immediately identify individuals who had been in contact with a newly diagnosed infected person have proven to be important.
"
106490,"In this paper, we introduced a version of SIR model for infection spreading with known incubation period. This model was applied to analyze the COVID-19 epidemic data in Armenia. We constructed the simplest version of population dynamics of age-structured population. Close work has been done in [13] , which is related to SIR model. In [13] , a temporal kernel F (t) has been introduced that modulates the infectivity of each infected individual. Compared to such model, we introduced the distribution of infected population at given moment of time via an age of infection, instead of looking just long history of focus populations. In other works related to the population dynamics of age-structured population, the differential equations with time delay usually have been considered. Instead, we use integro-differential system of equations, which seems to be an adequate approach to the current situation with COVID-19 epidemic. From our perspective, the proposed approach significantly changes the epidemiological picture (compare to classical SIR models), since the virus is active for about two weeks. Next, we introduced two functions: f (x), which describes the distribution of infectivity by age, and g(x), which describes the content measures. In the normal SIR model, we have two parameters for the rate of infection and the removal of infections. In our integrodifferential model, mapping to elementary processes is straightforward: we just need the velocity parameter a and two periods: the incubation period L and recovery period T with symptoms after the carrier is separated from society. We derive an analytical result for exponential growth in the early stages of epidemics, as well as for the epidemic threshold. It will be very interesting to investigate the transitional situation near the threshold. We suggest simply making numbers and choosing a parameter value to match the correct exponential growth. We applied our model to understand the situation with epidemics in Armenia. What is advantageous in our model, that we can clearly separate two aspects of the epidemic: contact strength (through coefficient A) and deterrence measures through parameter g. We check that in fact we need to make minimal efforts to stop the epidemics, and testing is much cheaper during quarantine. Currently, if we detect only 3.5% of the infected population per day, strictly monitoring the symptoms, we can stop the epidemic. This is much more complicated without quarantine. I thank Armen Allahverdyan, Pavel Krapivsky, Ruben Poghosyan, Didier Sornette, and Tatiana Yakushkina for useful discussions. The work is supported by the Russian Science Foundation under grant 19-11-00008 from Russian University of Transport ","In this paper, we introduced a version of SIR model for infection spreading with known incubation period.<q>This model was applied to analyze the COVID-19 epidemic data in Armenia.<q>We constructed the simplest version of population dynamics of age-structured population.
"
107581,"Non-pharmaceutical interventions (NPIs) such as quarantine, self-isolation, social distancing, and virus-contact tracing can greatly reduce the spread of the virus during a pandemic. In the wave of the COVID-19 pandemic, many countries have implemented various NPIs for infection control and mitigation. However, the stringency of the NPIs and the resulting impact among different countries remain unclear due to the lack of quantitative factors. In this study we took a further step to incorporate the effect of the NPIs into the pandemic dynamics model using the concept of policy intensity factor (PIF). This idea enables us to characterize the transition rates as time varying quantities instead of constant values, and thus capturing the dynamical behavior of the basic reproduction number variation in the pandemic. By leveraging a great amount of data reported by the governments and the World Health Organization, we projected the dynamics of the pandemic for the major economies in the world, including the numbers of infected, susceptible, and recovered cases, as well as the pandemic durations. It is observed that the proposed variable-rate susceptible-exposed-infected-recovered (VR-SEIR) model fits and projects the pandemic dynamics very well. We further showed that the resulting PIFs correlate with the stringency of NPIs, which allows us to project the final affected numbers of people in those countries when their current NPIs have been imposed for 90, 180, 360 days. It provides a quantitative insight into the effectiveness of the implemented NPIs, and sheds a new light on minimizing both affected people from COVID-19 and the economic impact.","Non-pharmaceutical interventions (NPIs) such as quarantine, self-isolation, social distancing, and virus-contact tracing can greatly reduce the spread of the virus during a pandemic.<q>In the wave of the COVID-19 pandemic, many countries have implemented various NPIs for infection control and mitigation.<q>However, the stringency of the NPIs and the resulting impact among different countries remain unclear due to the lack of quantitative factors.
"
107705,"Deploying any form contact-tracing technology requires contemplation of several risks outlined in the prior analysis. Mitigation of these risks depends on thoughtful consideration of the trade-offs inherent to contacttracing technology and containment strategies. In the following, we review decisions required for these trade-offs and best approaches for risk mitigation. Our ability to accurately trace contacts of individuals diagnosed with a pathogen and notify others who may have been exposed has never been greater. Real risks exist, though, thus care must be addressed in the design of the solution to prevent abuse and mass surveillance. As a beginning to the discussion of how to develop and deploy contacttracing technologies in a manner which best protects the privacy and data security of its users, we have reviewed varioustechnological methods for contact-tracing and have discussed the risks to both individuals and societies. Pri-vateKit: Safe Paths eliminates the risk of government surveillance. It draws on the advantages from several models of contact-tracing technology while better mitigating the challenges posed by use of such technology. We have presented a discussion of precautions which should be taken and trade-offs which will need to be made. We invite feedback and discussion on this whitepaper. ","Deploying any form contact-tracing technology requires contemplation of several risks outlined in the prior analysis.<q>Mitigation of these risks depends on thoughtful consideration of the trade-offs inherent to contacttracing technology and containment strategies.<q>In the following, we review decisions required for these trade-offs and best approaches for risk mitigation.
"
108199,"The earlier the lockdown starts, the better it is for any community. With the delay in the number of days to initiate lockdown, time for the disease to slow down will increase in the absence of any specific treatment to COVID-19. Before any country enters stage III of the epidemic, in absence of vaccination or any specific treatment, complete quarantine will be able to contain the disease from spreading further. Our work suggests that if people are Figure 3 : For India, the TEST or required lockdown period is 24 days but the estimated TTE is around 593 days. India is likely to have another wave of infection after around a year but that will be unable to create a pandemic as in the current situation. quarantined in small groups presented by country-specific CCS, the disease will become extinct after the corresponding expected TTE. But it becomes almost extinct after around TEST. So lockdown should to be taken very seriously to fight against the pandemic. This paper provides evidence of the fact that even after the lockdown phase, multiple waves of the disease will re-occur but it will not create pandemic situation. In the present situation where contact tracing of the infected has attracted worldwide attention to trace down the exposed individuals, we suggest to quarantine them in groups as small as country-specific CCS, so that after 15 − 30 days (as specified for each country) the disease would become almost extinct unless any infection is re-introduced from outside. There could be some mathematical limitations due to some approximations in the calculation of CCS and expected TTE of the disease. But the approximations are inevitable and do not affect much the actual CCS or TTE as reflected from our numerical evaluation. Another undeniable consequence of the current pandemic is the great negative impact on the economy. This is further magnified due to almost paralysed transactions in many sectors due to lockdown. Moreover, there is a fear among the general population that if any infection pops up, it might create another round of spread of the disease. This fear, which is not completely unrealistic, may extend the lockdown further. However, after the scheduled lockdown period, if any individual gets infected and a few others get exposed to that person, we need to check whether the total number of such individuals is less than the CCS. If so, this group needs to be quarantined and the rest of the population would be free from immediate danger. However, if the exposed group is larger than the CCS, we recommend to split them in subgroups, each of size at most CCS and quarantine them separately. However, careful and detail surveillance is required to trace all such exposed and infected individuals. Moreover, this localised lockdown or quarantine would help flowing the daily life and might prevent, at least to some extent, the economy from being further weak. CCS has another implication in allocation and arrangement of hospital beds in the quarantine/hospital facilities. If the CCS is 30 (say), a block of 30 or less number of beds should arranged so that total movement within this block, including patients and healthcare people should not exceed that number. Otherwise if one big room accommodates a large number of patients, secondary infection may start spreading. Our model is capable of estimating the average number of testing kits and hospitalisations required in advance to some extent, depending on the available data. However, lockdown in its truest sense may not be feasible in a vast and diverse country like India. So targeted or focused lockdown of selected high risk population might be a cost effective option compared to a generalised lockdown. This would mean saturating screening for cases and identifying the critical number of contacts. So the take away message in the middle of the COVID-19 pandemic is that till the end of expected TTE (country-specific) of the disease we have to be careful. With further onset of COVID-19 symptoms in the future, we should follow quarantine rules strictly. Like any other epidemic, COVID-19 has the tendency to recur but it will not create any alarming pandemic in the future provided we keep a vigilant eye on our hygiene and have vaccination and treatment in the future. ","quarantined in small groups presented by country-specific CCS, the disease will become extinct after the corresponding expected TTE.<q>India is likely to have another wave of infection after around a year but that will be unable to create a pandemic as in the current situation.<q>But it becomes almost extinct after around TEST.
"
108297,"This study delved into the massive information flow of Italian social media users in reaction to the declaration of the pandemic status of COVID-19 by WHO, and the announcement of the nationwide lockdown by the Italian Government in the first half of March 2020. We explored the emotional profiles of Italians during this period by analysing the social discourse around the official lockdown hashtag promoted by the Italian Government (#iorestoacasa), together with a most trending hashtag of social protest (#sciacalli), and a general hashtag about the lockdown (#italylockdown). The fundamental premise of this work is that social media opens a window on the minds of millions of people [17] . Monitoring social discourse on online platforms provides unprecedented opportunities for understanding how different categories of people react to real world events [9, 12, 15] . Given the massive attention devoted to the COVID-19 pandemic by social media, monitoring online discourse can offer an insightful thermometer of how individuals discussed and perceived the pandemic and the subsequent lockdown. Our MERCURIAL framework offered quantitative readings of the emotional profiles among Italian twitter users during early COVID-19 diffusion. The detected emotional signals of political and social denounce, the trust in local authorities, the fear and anger towards the health and economic repercussions, and the positive initiatives of fraternity, all outline a rich picture of emotional reactions from Italians. Importantly, the psychological interpretation of MERCURIAL's results identified early signals of mental health distress and antisocial behaviour, both linked to violence and relevant for explaining increments in domestic abuse. Future research will further explore and consolidate the behavioural implications of online cognitive and emotional profiles, relying on the promising significance of our current results. Our cognitive network science approach offers decision-makers the prospect of being able to successfully detect global issues and design timely, data-informed policies. Especially under a crisis, when time constraints and pressure prevent even the richest and most organised governments from fully understanding the implications of their choices, an ethical and accurate monitoring of online discourses and emotional profiles constitutes an incredibly powerful support for facing global threats. ","This study delved into the massive information flow of Italian social media users in reaction to the declaration of the pandemic status of COVID-19 by WHO, and the announcement of the nationwide lockdown by the Italian Government in the first half of March 2020.<q>The fundamental premise of this work is that social media opens a window on the minds of millions of people [17] .<q>Our MERCURIAL framework offered quantitative readings of the emotional profiles among Italian twitter users during early COVID-19 diffusion.
"
108671,"We presented a compartmental model of epidemic spread, which is a generalization of the SEIR model by adding an asymptomatic infectious cohort. The derived basic reproduction number is the weighted arithmetic mean of the basic reproduction numbers of the symptomatic and asymptomatic cohorts. In a limit case (for an empty asymptomatic cohort), the SEIAR model is the SEIR model with standard R 0 . This model was developed based on studies and clinical characteristics of COVID-19, but can be used, for example, to model the dynamics of the H1N1 influenza epidemic and other human-to-human transmission diseases. , and a number of days, when quarantine starts, from the first detected case (approximately 10 days after infection started). Days are shown from day 9, which is an estimation of a start of the phase 2 (outbreak). In case of two peaks of the epidemic, it displays the first peak. We are convinced that model SEIAR is the most simple model that can be used to simulate the epidemic dynamics of COVID-19. The standard SEIR model without an asymptomatic cohort does not match existing data, while the SEIAR model does quite well. Moreover, the onset of epidemics in different European countries corresponds to the simulations in GLEAMviz. The extremely rapid outbreaks in Italy and other countries, the functionality of only extreme measures, and the failure of measures that tried to protect and isolate only vulnerable groups are indirect supports for the suitability of the SEIAR model. Voices in the academic world are drawing attention to the asymptomatic group of infectious subjects. We are convinced that the asymptomatic cohort plays a crucial role in the spread of the COVID-19 disease. The graph 5 indicates that all measures need to be taken early and vigorously to be effective. Late or insufficient measures have little effect on the outbreak. All measures have economic, social, logistical, and psychological consequences. Their balance is up to the authorities. SEIAR model with asymptomatic cohort and consequences to efficiency of quarantine government measures in COVID-19 outbreak Figure 6 : Graph of quarantine efficiency for drop of β to 0.3 from a level given by R 0 (γ = 1/4, µ 1 = 1/3, µ 2 = 1/10, p = 0.14 β given by (10)). A period for efficient government measures is green -from the 1st positive case to few days before the orange threshold. The dashed line indicates the outbreak of epidemic (maximal steep -Phase 2). R 0 = 9 corresponds to clinical characteristics of COVID-19. [2] Joacim Rocklöv, Henrik Sjödin, and Annelies Wilder-Smith. Covid-19 outbreak on the diamond princess cruise ship: estimating the epidemic potential and effectiveness of public health countermeasures. Journal of Travel Medicine, 2020. ","We presented a compartmental model of epidemic spread, which is a generalization of the SEIR model by adding an asymptomatic infectious cohort.<q>The derived basic reproduction number is the weighted arithmetic mean of the basic reproduction numbers of the symptomatic and asymptomatic cohorts.<q>We are convinced that model SEIAR is the most simple model that can be used to simulate the epidemic dynamics of COVID-19.
"
108845,"This paper aims at providing the summary of the Global Data Science Project (GDSC) for COVID-19. as on May 31 2020. COVID-19 has largely impacted on our societies through both direct and indirect effects transmitted by the policy measures to counter the spread of viruses. We quantitatively analysed the multifaceted impacts of the COVID-19 pandemic on our societies including people's mobility, health, and social behaviour changes. People's mobility has changed significantly due to the implementation of travel restriction and quarantine measurements. Indeed, the physical distance has widened at international (cross-border), national and regional level. At international level, due to the travel restrictions, the number of international flights has plunged overall at around 88 percent during March. In particular, the number of flights connecting Europe dropped drastically in mid of March after the United States announced travel restrictions to Europe and the EU and participating countries agreed to close borders, at 84 percent decline compared to March 10th. Similarly, we examined the impacts of quarantine measures in the major city: Tokyo (Japan), New York City (the United States), and Barcelona (Spain). Within all three cities, we found the significant decline in traffic volume. We also identified the increased concern for mental health through the analysis of posts on social networking services such as Twitter and Instagram. Notably, in the beginning of April 2020, the number of post with #depression on Instagram doubled, which might reflect the rise in mental health awareness among Instagram users. Besides, we identified the changes in a wide range of people's social behaviors, as well as economic impacts through the analysis of Instagram data and primary survey data.","This paper aims at providing the summary of the Global Data Science Project (GDSC) for COVID-19.<q>We quantitatively analysed the multifaceted impacts of the COVID-19 pandemic on our societies including people's mobility, health, and social behaviour changes.<q>Indeed, the physical distance has widened at international (cross-border), national and regional level.
"
109284,"Non-pharmaceutical measures to control the spread of infectious diseases and prevent a potential collapse of the health care system must be precisely coordinated in terms of timing and intensity. Based on well-calibrated mathematical models, the optimal intervention strategy for specific scenarios and objectives can be computed using continuous-time optimal control theory. In this paper, a generalized SEIR model was calibrated to reproduce the data of the initial exponential growth phase of the COVID-19 epidemic in Germany. Optimal control theory has been applied for the scenario in which an effective vaccine will never be found and the epidemic must be controlled with purely non-pharmaceutical measures. The computed optimal transmission rate describes a single-intervention scenario that satisfies two competing constraints: First, the minimization of the disease-related deaths by strictly avoiding an overflow of intensive care resources and, second, the suppression of a second epidemic wave by establishing sufficient natural immunity at the end of the measures. The optimally steered time-continuous non-pharmaceutical intervention ensures that the number of simultaneously infected persons does not exceed a certain threshold for a necessary period of time. Therefore, the optimal control obtained for this scenario is also of considerable interest for other cases, where e.g. a vaccine is expected soon but the number of infected cases must be held below a sufficiently low critical value over a longer period of time until the epidemic can be terminated by a mass vaccination. The optimal control computed in this paper is based on a relatively simple epidemiological model and the quantitative results for the COVID-19 epidemic depend to some extent on the chosen parameters. Therefore, the quantitative results should be treated with caution and must be compared with the results from more realistic models. Nevertheless, the described intervention scenario was shown to be qualitatively robust under parameter variation and has well understood and controllable stability properties. In particular, the control criteria (13)- (14) , which describe the optimal and stable path for easing the measures after an initial lockdown, are expected to be generally valid and could be directly applicable in practice. In summary, the control scenario described in this paper could serve as a guideline for the implementation and gradual relaxation of non-pharmaceutical intervention measures. Fig. 8 The stability of the disease-free stationary state depends on the size of the susceptible populationS and the basic reproduction number R 0 . ForS/N < R −1 0 , the outbreak of an epidemic is suppressed by a sufficiently high degree of herd immunity. ","In this paper, a generalized SEIR model was calibrated to reproduce the data of the initial exponential growth phase of the COVID-19 epidemic in Germany.<q>Non-pharmaceutical measures to control the spread of infectious diseases and prevent a potential collapse of the health care system must be precisely coordinated in terms of timing and intensity.<q>Optimal control theory has been applied for the scenario in which an effective vaccine will never be found and the epidemic must be controlled with purely non-pharmaceutical measures.
"
110047,"At the emergence of COVID-19, many countries worldwide are commonly practiced social distancing, mass quarantine and even strict lockdown measures. Smart lockdown management is a pressing need to ease lockdown measures in places where people are practicing social distance. In this paper, we developed a smartphone-based approach to inform people when they are in proximity to an infected area with COVID-19. We also developed a dashboard to advise health authorities on how specific area safely get people back to their normal life. The proposed prediction model is used positional information and distance measurements of the registered users in the proximity. The government and public health authorities would be able to take benefit from the proposed dashboard to get latest statistics on COVID-19 cases and lockdown recommendation in different areas. The weak point of this study is the privacy issue of tracking position information of the users. This issue would be solved by applying encryption algorithms, in near future. However, such proposed system is significant to mitigate economic crisis and easing lockdown issues. ","We also developed a dashboard to advise health authorities on how specific area safely get people back to their normal life.<q>At the emergence of COVID-19, many countries worldwide are commonly practiced social distancing, mass quarantine and even strict lockdown measures.<q>In this paper, we developed a smartphone-based approach to inform people when they are in proximity to an infected area with COVID-19.
"
110199,"In this paper we introduced an age-structured SEIR model with a quarantine compartment. Three age classes were used: infants (0 to 19 years), adults (20 to 59 years) and elderly (60 to 100 years). First we studied the associated classical unstructured SEIR model without vital dynamics. The parameters were fitted by a least-square algorithm and the impact of the quarantine parameters p and λ were studied. Our main findings concern the existence of a numerical threshold value for the quarantine parameters: above a certain curve on the (p, λ)-plane, the maximum number of infected decreases in an accentuated way. This shows that an abrupt decline on the number of cases should be observed if the quarantine is being efficient. If this decline is not being observed, quarantine effort and time should be increased. The parameters obtained for the unstructured SEIR model were used to adjust the parameters for the age-structured SEIR model. Using this data, the basic reproduction number R 0 was calculated and its dependence on the epidemic values was studied. Our findings for the R 0 analysis are as follows: i) Class 1 is the most sensitive to screening measures (see Figure 8 ). Youngsters should be preferentially screened. ii) Considering the direct contacts within the same class, class 2 is the more sensitive (see Figure 10 ). Social distance between adults has the biggest impact on R 0 . iii) For the direct contact between different class, β 12 has the greatest impact on R 0 . Finally we studied the impact of age-oriented campaigns considering different strategies and different values of p for the total campaign effort. Recalling that p is bounded by the percentage of quarantined population (see remarks 3.2 and 5.1), our findings show that the highest possible quarantine must be made, and then, this effort must concentrate on putting into quarantine the total of elders and assuring equal proportions of adults and youngsters. ","In this paper we introduced an age-structured SEIR model with a quarantine compartment.<q>Three age classes were used: infants (0 to 19 years), adults (20 to 59 years) and elderly (60 to 100 years).<q>First we studied the associated classical unstructured SEIR model without vital dynamics.
"
111000,"The results indicate that that Single Exponential Smoothing (SES) is the most accurate model for forecasting confirmed, recovered and death cases COVID-19. The trend analysis with 95% confidence interval shows the followings: -The number of forecasting confirmed cases will be expected to be increased up to more than 200000 cases around the world in 9 th of April 2020 as shown in Fig.11 -The number of forecasting recovered cases will be expected to be increased up to more than 140000 cases around the world on the 9 th of April 2020. Accordingly, the recovered ratio will be 96.5% as shown in Fig.12 . -The number of forecasting death cases will be expected to be increased up to more than 7000 cases around the world on the 9 th of April 2020. Accordingly, the death ratio will be 3.5% as shown in Fig.13 . Where N d : the number of confirmed cases on a given day. N d+1 : the expected number of confirmed cases in the next day. E: average number of people someone infected is exposed to each day. P: the probability of each exposure becoming an infection. N d : the number of the coming days (day). d: the given day. The growth factor can be calculated as follows: GF = (9) Where GF: The growth factor of the confirmed cases of the virus. N d : the number of new confirmed cases on a given day. N d-1 : the number of new confirmed cases in the previous day. Fig.14 displays the growth factor of the confirmed cases outside mainland China. The growth factor was at peak 1.8 on 25 January 2020 and was fluctuating from 23 January 2020 to 14 February 2020. Steady growth exists from 15 February 2020 to 10 March 2020 where the growth factor increased steadily from 1.00 to 1.20 1/25/2020 1/27/2020 1/29/2020 1/31/2020 2/2/2020 2/4/2020 2/6/2020 2/8/2020 2/10/2020 2/12/2020 2/14/2020 2/16/2020 2/18/2020 2/20/2020 2/22/2020 2/24/2020 2/26/2020 2/28/2020 3/1/2020 3/3/2020 3/5/2020 3/7/2020 3/9/2020 Growth rate Fig.15 Recorded COVID-19 cases outside mainland China. The inverse of an exponential function is a logarithmic function. The data were compared on a logarithmic scale to identify exponential growth in the recorded cases. The recorded COVID-19 cases outside mainland China have been plotted as in both exponential scale and in logarithmic scale as illustrated in Fig.15 . Based on the exponential chart, the expected growth can be represented by the following exponential function. Coronaviruses such as COVID-19 is declared as an international epidemic. Based on this study analysis and modeling, this research recommends that all world countries must mandate substantially more invasive quarantines, restrictions on travel and public gatherings, and closing of schools, universities, and workplaces (""Social Distancing"") in the near term when ICU beds are unavailable and patient deaths begin to rise precipitously. This will affect a significantly larger percentage of the world population than is currently affected by voluntary social distancing, including younger people in the workforce who might be asymptomatic but who are forced to work from home and curtail spending and travel. The number of people affected in the world will increase dramatically within the next three weeks. ","The results indicate that that Single Exponential Smoothing (SES) is the most accurate model for forecasting confirmed, recovered and death cases COVID-19.<q>The trend analysis with 95% confidence interval shows the followings: -The number of forecasting confirmed cases will be expected to be increased up to more than 200000 cases around the world in 9 th of April 2020 as shown in Fig.<q>Accordingly, the recovered ratio will be 96.
"
111064,"Our results suggest that first state COVID-19 case announcements do lead to a widespread increase in the extent to which people seek out Internet information about the epidemic. We find that announcements of first cases had the biggest effect on searches for basic information about the virus and its symptoms, suggesting that people attempted to educate themselves about COVID-19 and its effects. However, first case reports do not lead to a differential increase in searches involving large scale non-pharmaceutical interventions (school and workplace closures) that will likely have important consequences for everyday life. This may be because first cases are reported relatively early in the epidemic and many of these more serious mitigation strategies were not yet part of public discourse. Finally, although one might expect official news to reduce concerns related to false messages, we do not find much indication that state announcements of first COVID-19 cases affect searches questioning whether the epidemic may be a hoax. Overall, our analysis of Internet search data suggests that government information disclosure does help focus public attention on the crisis. Our evidence also indicates people seem to mainly react by seeking information on what they can and should do in response to the epidemic. This provides actionable evidence for those designing the next stages of public information strategies for the COVID-19 crisis and future threats to public wellbeing. ","Our results suggest that first state COVID-19 case announcements do lead to a widespread increase in the extent to which people seek out Internet information about the epidemic.<q>Overall, our analysis of Internet search data suggests that government information disclosure does help focus public attention on the crisis.<q>This may be because first cases are reported relatively early in the epidemic and many of these more serious mitigation strategies were not yet part of public discourse.
"
111571,"In this section, we discuss the different features of the proposed framework with reference to the applications and proposals discussed in Section 2. A summary of the comparison of our proposal 'CovidChain' with the other applications and proposals developed in recent times is presented in Table 2 . In all the related works we have analysed in this area, there is anonymity from other individuals, but very few have anonymity from the authority or government. However, in order to gain confidence of the population so that adoption rate of application increases, ensuring anonymity of individual from the authority is of paramount important. CovidChain framework takes care of both the aspects. In CovidChain, an individual gets to know only the covid status of another individual and though the authority has access to epidemiological data, it cannot trace it back to any particular individual. In many of the works, epidemiological data is not collected. However, an application like this is possible only if the authority mobilizes and invests a significant amount of public resources. In return, it is desirable that new knowledge is derived about the spread pattern of the virus so that novel strategies for containing the virus may be planned. Therefore, it is important that epidemiological data is collected taking care of the anonymity of individuals. In CovidChain, there is provision for recording of epidemiological data that can only be accessed by the authority; the general public cannot see the content as it is encrypted. Apart form Internet connectivity, two technologies that are commonly used in these applications are bluetooth and GPS information. While both these technologies are crucial in exchanging information about the spread of the virus, it is important that the information that are transmitted does not lead to compromise in security and anonymity of an individual. Moreover, one should not be able to transmit misleading information by impersonating as someone else. In CovidChain, there is proper mechanism to authenticate an individual. Here, GPS data related with an individual is never recorded in the blockchain. Only GPS data related with a containment zone is stored, using which an individual is alerted by measuring his her distance from a containment zone. As evident from the table, the focus of most of the work in this area is on contact tracing of people who might have come in close contact of an infected individual. Such works are of great importance as it may contribute significantly in identifying at-risk individuals who needs to be urgently quarantined and tested for the virus. However, in addition to contact tracing, it is equally important to ensure that quarantined individuals do not put other individuals at risk by coming out in public. Since, the CovidChain framework allows individuals to verify each other's covid status, like a digital-pass it may help in restricting quarantined individuals from accessing public facilities. In most of the works, accumulated data about the spread of the virus is stored in a centralized location under the control of a single authority. For such an arrangement, it is difficult to gain public support and confidence due to peoples' reservation regarding the privacy and safety of their data. It becomes difficult to assure people that their data will not be used for any other purpose after this crisis is over. Therefore, it becomes imperative that the structure and relevant portion of the data is publicly made available, so that it is open for scrutiny and audit. Such an approach not only helps in garnering public support but also helps various sections of the society to remain well informed with reliable data that they can use in their individual businesses. In CovidChain, blockchain technology is used for record keeping. As a result, same copy of the ledger is maintained at several locations with immutable data that can be accessed by all sections of the society. To contain the rapid spread of COVID-19, several smart phone based applications have been developed and proposed in recent times. Most of the solutions are focused on contact tracing of people who might have come in close proximity of an infected individual. However, in the current scenario when continued lock downs have brought the economy of several countries to the edge, there is a need to explore technical ways to facilitate both social distancing and economic activities to go hand in hand. Off late, quite a few countries are contemplating on allowing a section of their uninfected citizens to use smart phone applications as digital pass to join their respective work. However, success of such an approach depend highly on people participation, which is possible only when data are maintained transparently taking security and privacy concerns into consideration. In this paper, we propose a framework that can be used by people to protect themselves from infections while they are involved in their day to day business activities. The framework uses blockchain technology for secure and anonymous record keeping. The distributed nature of blockchain makes relevant data accessible to all stakeholders for their use and public scrutiny. ","In CovidChain, an individual gets to know only the covid status of another individual and though the authority has access to epidemiological data, it cannot trace it back to any particular individual.<q>However, in order to gain confidence of the population so that adoption rate of application increases, ensuring anonymity of individual from the authority is of paramount important.<q>CovidChain framework takes care of both the aspects.
"
112483,"We introduced a novel epidemiological assimilation scheme to forecast and evaluate the current corona pandemic worldwide with a specific focus on Wuhan, China. We combined compartmental models in epidemiology with data assimilation schemes showing the advantage of real-time forecasting and parameter estimation in the current crisis. We discussed the benefits and differences in infection numbers when models are updated on a daily basis compared to static modelling. We then introduce a model extension allowing us to observe patients being treated, and patients being removed from the infectious population, which we labelled SITR. Since models are sensitive to estimates of the covariance matrices, we add a hybrid ensemble approach which allows for robust covariance matrix estimates. We find that in Wuhan the peak of infections is reached end of February, with the number of patients being treated peaking early march. The generalisability of our model allows the model to be implemented in other cases and countries such as Italy and the United States where the model indicates further growth in the United States and a decline of total infection cases in Italy. Since this work focused mainly on the methodology of providing a robust recursive Bayesian estimation for the current nCov-2019 outbreak, we propose a further in depth-study of the parameter estimates and a comparative study across countries focusing on the epidemiological implications. Future work can add further complexities to the model, such as taking into account different mortality rates due to population age, cultural norms or quality of the healthcare system, providing applicability and robustness of the model for different datasets and scenarios. We encourage both researchers and policymakers to run similar test results with data from other countries or on a more local level to estimate potential infection rates of outbreaks and the rate of transmission to implement the correct policy measures to contain and mitigate adverse effects of the pandemic. ","We introduced a novel epidemiological assimilation scheme to forecast and evaluate the current corona pandemic worldwide with a specific focus on Wuhan, China.<q>We combined compartmental models in epidemiology with data assimilation schemes showing the advantage of real-time forecasting and parameter estimation in the current crisis.<q>We find that in Wuhan the peak of infections is reached end of February, with the number of patients being treated peaking early march.
"
112650,"In this work, we try to get insights into public reaction as the reopen phase starts. There has been Figure 4 : Effect of reopen. This figure represents the daily confirmed cases from 4 different states of the United States. We used two kinds of shaded regions to indicate the lockdown and reopen times: red shaded area represents the lockdown period, and the green shaded area represents the reopen period. some analysis from social media data about how people are reacting in the lockdown time. We make an effort to understand whether there is a change in public sentiment from the lockdown phase to the reopen phase. We have made our analysis on Twitter data on reopening related issues during this COVID-19 outbreak. From our analysis, we have found that even though people are showing a positive attitude to reopen their areas to make the economy functional, they are also urging the authority in concern to make plans for avoiding the highly predictable second wave. From real data, we have seen that the new cases are increasing as the reopen phase starts. Given this situation, the coordination of responses from online and from the real world is sure to reveal promising results to address the current crisis. We want to put stress on the fact that along with traditional public health surveillance, infoveillance studies can play a vital role. Source Code. We have released the source code for public dissemination and can be found at . ","In this work, we try to get insights into public reaction as the reopen phase starts.<q>There has been Figure 4 : Effect of reopen.<q>We used two kinds of shaded regions to indicate the lockdown and reopen times: red shaded area represents the lockdown period, and the green shaded area represents the reopen period.
"
